...1,Year,Comodity,Units,Value
Timiskaming,2013E,Canola,Production ('000 tonnes),5.844297277626754
Northern Ontario,2013E,Canola,Acres seeded,13110.840227270408
Northern Ontario,2013E,Canola,Acres harvested,13110.840227270408
Northern Ontario,2013E,Canola,Yield (bushels/acre),31.2788798331549
Northern Ontario,2013E,Canola,Production ('000 bushels),410.09239598048435
Northern Ontario,2013E,Canola,Production ('000 tonnes),9.300834527362886
Ontario,2013E,Canola,Acres seeded,55000
Ontario,2013E,Canola,Acres harvested,55000
Ontario,2013E,Canola,Yield (bushels/acre),35.55045660770971
Ontario,2013E,Canola,Production ('000 bushels),1949.9999999999998
Ontario,2013E,Canola,Production ('000 tonnes),44.225709879343185
Brant,2012E,Canola,Acres seeded,0
Brant,2012E,Canola,Acres harvested,0
Brant,2012E,Canola,Yield (bushels/acre),0
Brant,2012E,Canola,Production ('000 bushels),0
Brant,2012E,Canola,Production ('000 tonnes),0
Chatham-Kent,2012E,Canola,Acres seeded,0
Chatham-Kent,2012E,Canola,Acres harvested,0
Chatham-Kent,2012E,Canola,Yield (bushels/acre),0
Chatham-Kent,2012E,Canola,Production ('000 bushels),0
Chatham-Kent,2012E,Canola,Production ('000 tonnes),0
Elgin,2012E,Canola,Acres seeded,0
Elgin,2012E,Canola,Acres harvested,0
Elgin,2012E,Canola,Yield (bushels/acre),0
Elgin,2012E,Canola,Production ('000 bushels),0
Elgin,2012E,Canola,Production ('000 tonnes),0
Essex,2012E,Canola,Acres seeded,0
Essex,2012E,Canola,Acres harvested,0
Essex,2012E,Canola,Yield (bushels/acre),0
Essex,2012E,Canola,Production ('000 bushels),0
Essex,2012E,Canola,Production ('000 tonnes),0
Haldimand-Norfolk,2012E,Canola,Acres seeded,0
Haldimand-Norfolk,2012E,Canola,Acres harvested,0
Haldimand-Norfolk,2012E,Canola,Yield (bushels/acre),0
Haldimand-Norfolk,2012E,Canola,Production ('000 bushels),0
Haldimand-Norfolk,2012E,Canola,Production ('000 tonnes),0
Hamilton,2012E,Canola,Acres seeded,0
Hamilton,2012E,Canola,Acres harvested,0
Hamilton,2012E,Canola,Yield (bushels/acre),0
Hamilton,2012E,Canola,Production ('000 bushels),0
Hamilton,2012E,Canola,Production ('000 tonnes),0
Lambton,2012E,Canola,Acres seeded,0
Lambton,2012E,Canola,Acres harvested,0
Lambton,2012E,Canola,Yield (bushels/acre),0
Lambton,2012E,Canola,Production ('000 bushels),0
Lambton,2012E,Canola,Production ('000 tonnes),0
Middlesex,2012E,Canola,Acres seeded,0
Middlesex,2012E,Canola,Acres harvested,0
Middlesex,2012E,Canola,Yield (bushels/acre),0
Middlesex,2012E,Canola,Production ('000 bushels),0
Middlesex,2012E,Canola,Production ('000 tonnes),0
Niagara,2012E,Canola,Acres seeded,0
Niagara,2012E,Canola,Acres harvested,0
Niagara,2012E,Canola,Yield (bushels/acre),0
Niagara,2012E,Canola,Production ('000 bushels),0
Niagara,2012E,Canola,Production ('000 tonnes),0
Oxford,2012E,Canola,Acres seeded,0
Oxford,2012E,Canola,Acres harvested,0
Oxford,2012E,Canola,Yield (bushels/acre),0
Oxford,2012E,Canola,Production ('000 bushels),0
Oxford,2012E,Canola,Production ('000 tonnes),0
Southern Ontario,2012E,Canola,Acres seeded,0
Southern Ontario,2012E,Canola,Acres harvested,0
Southern Ontario,2012E,Canola,Yield (bushels/acre),0
Southern Ontario,2012E,Canola,Production ('000 bushels),0
Southern Ontario,2012E,Canola,Production ('000 tonnes),0
Bruce,2012E,Canola,Acres seeded,5321.485472668919
Bruce,2012E,Canola,Acres harvested,5196.879240533958
Bruce,2012E,Canola,Yield (bushels/acre),38.602028552429644
Bruce,2012E,Canola,Production ('000 bushels),200.61008082662076
Bruce,2012E,Canola,Production ('000 tonnes),4.54980678641524
Dufferin,2012E,Canola,Acres seeded,4504.832787107949
Dufferin,2012E,Canola,Acres harvested,4399.349037714562
Dufferin,2012E,Canola,Yield (bushels/acre),34.91261644040928
Dufferin,2012E,Canola,Production ('000 bushels),153.59278554121215
Dufferin,2012E,Canola,Production ('000 tonnes),3.4834615245670904
Grey,2012E,Canola,Acres seeded,7249.44796141894
Grey,2012E,Canola,Acres harvested,7079.697165298127
Grey,2012E,Canola,Yield (bushels/acre),32.022101600686156
Grey,2012E,Canola,Production ('000 bushels),226.7067819292664
Grey,2012E,Canola,Production ('000 tonnes),5.141676084760646
Halton,2012E,Canola,Acres seeded,0
Halton,2012E,Canola,Acres harvested,0
Halton,2012E,Canola,Yield (bushels/acre),0
Halton,2012E,Canola,Production ('000 bushels),0
Halton,2012E,Canola,Production ('000 tonnes),0
Huron,2012E,Canola,Acres seeded,1019.7122722409958
Huron,2012E,Canola,Acres harvested,995.835010006922
Huron,2012E,Canola,Yield (bushels/acre),36.79455207146493
Huron,2012E,Canola,Production ('000 bushels),36.64130313028749
Huron,2012E,Canola,Production ('000 tonnes),0.8310193035082892
Peel,2012E,Canola,Acres seeded,0
Peel,2012E,Canola,Acres harvested,0
Peel,2012E,Canola,Yield (bushels/acre),0
Peel,2012E,Canola,Production ('000 bushels),0
Peel,2012E,Canola,Production ('000 tonnes),0
Perth,2012E,Canola,Acres seeded,750.4376029479189
Perth,2012E,Canola,Acres harvested,732.8655917799857
Perth,2012E,Canola,Yield (bushels/acre),0
Perth,2012E,Canola,Production ('000 bushels),0
Perth,2012E,Canola,Production ('000 tonnes),0
Simcoe,2012E,Canola,Acres seeded,3601.5487017949026
Simcoe,2012E,Canola,Acres harvested,3517.2159687852704
Simcoe,2012E,Canola,Yield (bushels/acre),32.387952540878004
Simcoe,2012E,Canola,Production ('000 bushels),113.9154238730356
Simcoe,2012E,Canola,Production ('000 tonnes),2.5835848651237323
Waterloo,2012E,Canola,Acres seeded,337.69692132656354
Waterloo,2012E,Canola,Acres harvested,329.7895163009936
Waterloo,2012E,Canola,Yield (bushels/acre),10.300680980973201
Waterloo,2012E,Canola,Production ('000 bushels),3.397056598285997
Waterloo,2012E,Canola,Production ('000 tonnes),0.07704473823564359
Wellington,2012E,Canola,Acres seeded,7337.182945881234
Wellington,2012E,Canola,Acres harvested,7165.377774925347
Wellington,2012E,Canola,Yield (bushels/acre),33.48224497911388
Wellington,2012E,Canola,Production ('000 bushels),239.91293402794838
Wellington,2012E,Canola,Production ('000 tonnes),5.441189649549768
Western Ontario,2012E,Canola,Acres seeded,30122.34466538742
Western Ontario,2012E,Canola,Acres harvested,29417.00930534516
Western Ontario,2012E,Canola,Yield (bushels/acre),33.13648766292285
Western Ontario,2012E,Canola,Production ('000 bushels),974.7763659266568
Western Ontario,2012E,Canola,Production ('000 tonnes),22.10778295216041
Durham,2012E,Canola,Acres seeded,3921.5882677579857
Durham,2012E,Canola,Acres harvested,3907.896929232156
Durham,2012E,Canola,Yield (bushels/acre),30.452318966035342
Durham,2012E,Canola,Production ('000 bushels),119.00452377536764
Durham,2012E,Canola,Production ('000 tonnes),2.6990048937532354
Haliburton,2012E,Canola,Acres seeded,0
Haliburton,2012E,Canola,Acres harvested,0
Haliburton,2012E,Canola,Yield (bushels/acre),0
Haliburton,2012E,Canola,Production ('000 bushels),0
Haliburton,2012E,Canola,Production ('000 tonnes),0
Hastings,2012E,Canola,Acres seeded,0
Hastings,2012E,Canola,Acres harvested,0
Hastings,2012E,Canola,Yield (bushels/acre),0
Hastings,2012E,Canola,Production ('000 bushels),0
Hastings,2012E,Canola,Production ('000 tonnes),0
Kawartha Lakes,2012E,Canola,Acres seeded,5237.613034692387
Kawartha Lakes,2012E,Canola,Acres harvested,5219.327093326526
Kawartha Lakes,2012E,Canola,Yield (bushels/acre),38.34913351991567
Kawartha Lakes,2012E,Canola,Production ('000 bushels),200.15667158609227
Kawartha Lakes,2012E,Canola,Production ('000 tonnes),4.539523532298201
Muskoka,2012E,Canola,Acres seeded,0
Muskoka,2012E,Canola,Acres harvested,0
Muskoka,2012E,Canola,Yield (bushels/acre),NA
Muskoka,2012E,Canola,Production ('000 bushels),0
Muskoka,2012E,Canola,Production ('000 tonnes),0
Northumberland,2012E,Canola,Acres seeded,5962.668189305304
Northumberland,2012E,Canola,Acres harvested,5941.850881846444
Northumberland,2012E,Canola,Yield (bushels/acre),43.33734197729735
Northumberland,2012E,Canola,Production ('000 bushels),257.50402364468516
Northumberland,2012E,Canola,Production ('000 tonnes),5.840152944858142
Parry Sound,2012E,Canola,Acres seeded,0
Parry Sound,2012E,Canola,Acres harvested,0
Parry Sound,2012E,Canola,Yield (bushels/acre),0
Parry Sound,2012E,Canola,Production ('000 bushels),0
Parry Sound,2012E,Canola,Production ('000 tonnes),0
Peterborough,2012E,Canola,Acres seeded,0
Peterborough,2012E,Canola,Acres harvested,0
Peterborough,2012E,Canola,Yield (bushels/acre),0
Peterborough,2012E,Canola,Production ('000 bushels),0
Peterborough,2012E,Canola,Production ('000 tonnes),0
Prince Edward,2012E,Canola,Acres seeded,3523.745979724567
Prince Edward,2012E,Canola,Acres harvested,3511.443617570923
Prince Edward,2012E,Canola,Yield (bushels/acre),25.553488659182698
Prince Edward,2012E,Canola,Production ('000 bushels),89.72963465895805
Prince Edward,2012E,Canola,Production ('000 tonnes),2.035054764105916
York,2012E,Canola,Acres seeded,1354.6502317920156
York,2012E,Canola,Acres harvested,1349.9207768770145
York,2012E,Canola,Yield (bushels/acre),34.52581821382886
York,2012E,Canola,Production ('000 bushels),46.607119345526435
York,2012E,Canola,Production ('000 tonnes),1.057042532557526
Central Ontario,2012E,Canola,Acres seeded,20000.26570327226
Central Ontario,2012E,Canola,Acres harvested,19930.439298853064
Central Ontario,2012E,Canola,Yield (bushels/acre),35.774523698113406
Central Ontario,2012E,Canola,Production ('000 bushels),713.0019730106296
Central Ontario,2012E,Canola,Production ('000 tonnes),16.17077866757302
Frontenac,2012E,Canola,Acres seeded,0
Frontenac,2012E,Canola,Acres harvested,0
Frontenac,2012E,Canola,Yield (bushels/acre),0
Frontenac,2012E,Canola,Production ('000 bushels),0
Frontenac,2012E,Canola,Production ('000 tonnes),0
Lanark,2012E,Canola,Acres seeded,294.65711762807996
Lanark,2012E,Canola,Acres harvested,295.83207098030726
Lanark,2012E,Canola,Yield (bushels/acre),33.72577193404689
Lanark,2012E,Canola,Production ('000 bushels),9.977164956658616
Lanark,2012E,Canola,Production ('000 tonnes),0.2262806168161711
Leeds and Grenville,2012E,Canola,Acres seeded,0
Leeds and Grenville,2012E,Canola,Acres harvested,0
Leeds and Grenville,2012E,Canola,Yield (bushels/acre),0
Leeds and Grenville,2012E,Canola,Production ('000 bushels),0
Leeds and Grenville,2012E,Canola,Production ('000 tonnes),0
Lennox and Addington,2012E,Canola,Acres seeded,462.4019935811442
Lennox and Addington,2012E,Canola,Acres harvested,464.24583423501406
Lennox and Addington,2012E,Canola,Yield (bushels/acre),25.33955124283006
Lennox and Addington,2012E,Canola,Production ('000 bushels),11.763781105868528
Lennox and Addington,2012E,Canola,Production ('000 tonnes),0.2668008052678157
Ottawa,2012E,Canola,Acres seeded,0
Ottawa,2012E,Canola,Acres harvested,0
Ottawa,2012E,Canola,Yield (bushels/acre),0
Ottawa,2012E,Canola,Production ('000 bushels),0
Ottawa,2012E,Canola,Production ('000 tonnes),0
Prescott and Russell,2012E,Canola,Acres seeded,0
Prescott and Russell,2012E,Canola,Acres harvested,0
Prescott and Russell,2012E,Canola,Yield (bushels/acre),0
Prescott and Russell,2012E,Canola,Production ('000 bushels),0
Prescott and Russell,2012E,Canola,Production ('000 tonnes),0
Renfrew,2012E,Canola,Acres seeded,2274.488087758325
Renfrew,2012E,Canola,Acres harvested,2283.5576714996755
Renfrew,2012E,Canola,Yield (bushels/acre),23.520470409861236
Renfrew,2012E,Canola,Production ('000 bushels),53.71035064171974
Renfrew,2012E,Canola,Production ('000 tonnes),1.218142761537688
"Stormont, Dundas and Glengarry",2012E,Canola,Acres seeded,0
"Stormont, Dundas and Glengarry",2012E,Canola,Acres harvested,0
"Stormont, Dundas and Glengarry",2012E,Canola,Yield (bushels/acre),0
"Stormont, Dundas and Glengarry",2012E,Canola,Production ('000 bushels),0
"Stormont, Dundas and Glengarry",2012E,Canola,Production ('000 tonnes),0
Eastern Ontario,2012E,Canola,Acres seeded,3031.5471989675493
Eastern Ontario,2012E,Canola,Acres harvested,3043.635576714997
Eastern Ontario,2012E,Canola,Yield (bushels/acre),24.789858970462436
Eastern Ontario,2012E,Canola,Production ('000 bushels),75.45129670424689
Eastern Ontario,2012E,Canola,Production ('000 tonnes),1.7112241836216748
Algoma,2012E,Canola,Acres seeded,0
Algoma,2012E,Canola,Acres harvested,0
Algoma,2012E,Canola,Yield (bushels/acre),0
Algoma,2012E,Canola,Production ('000 bushels),0
Algoma,2012E,Canola,Production ('000 tonnes),0
Cochrane,2012E,Canola,Acres seeded,1114.6205573197033
Cochrane,2012E,Canola,Acres harvested,1093.3425006786317
Cochrane,2012E,Canola,Yield (bushels/acre),36.62409815202815
Cochrane,2012E,Canola,Production ('000 bushels),40.04268305863811
Cochrane,2012E,Canola,Production ('000 tonnes),0.9081620942265742
Greater Sudbury,2012E,Canola,Acres seeded,388.46181799656983
Greater Sudbury,2012E,Canola,Acres harvested,381.0460992464142
Greater Sudbury,2012E,Canola,Yield (bushels/acre),13.978210642131236
Greater Sudbury,2012E,Canola,Production ('000 bushels),5.326342639628822
Greater Sudbury,2012E,Canola,Production ('000 tonnes),0.12080065861446118
Kenora,2012E,Canola,Acres seeded,0
Kenora,2012E,Canola,Acres harvested,0
Kenora,2012E,Canola,Yield (bushels/acre),0
Kenora,2012E,Canola,Production ('000 bushels),0
Kenora,2012E,Canola,Production ('000 tonnes),0
Manitoulin,2012E,Canola,Acres seeded,157.8126135611065
Manitoulin,2012E,Canola,Acres harvested,154.79997781885578
Manitoulin,2012E,Canola,Yield (bushels/acre),35.301614888419344
Manitoulin,2012E,Canola,Production ('000 bushels),5.464689201697103
Manitoulin,2012E,Canola,Production ('000 tonnes),0.12393833805899264
Nipissing,2012E,Canola,Acres seeded,914.8717247703307
Nipissing,2012E,Canola,Acres harvested,897.4068644184017
Nipissing,2012E,Canola,Yield (bushels/acre),39.261476789377475
Nipissing,2012E,Canola,Production ('000 bushels),35.2335187779911
Nipissing,2012E,Canola,Production ('000 tonnes),0.7990909638481154
Rainy River,2012E,Canola,Acres seeded,0
Rainy River,2012E,Canola,Acres harvested,0
Rainy River,2012E,Canola,Yield (bushels/acre),0
Rainy River,2012E,Canola,Production ('000 bushels),0
Rainy River,2012E,Canola,Production ('000 tonnes),0
Sudbury,2012E,Canola,Acres seeded,0
Sudbury,2012E,Canola,Acres harvested,0
Sudbury,2012E,Canola,Yield (bushels/acre),0
Sudbury,2012E,Canola,Production ('000 bushels),0
Sudbury,2012E,Canola,Production ('000 tonnes),0
Thunder Bay,2012E,Canola,Acres seeded,0
Thunder Bay,2012E,Canola,Acres harvested,0
Thunder Bay,2012E,Canola,Yield (bushels/acre),0
Thunder Bay,2012E,Canola,Production ('000 bushels),0
Thunder Bay,2012E,Canola,Production ('000 tonnes),0
Timiskaming,2012E,Canola,Acres seeded,10089.52321316375
Timiskaming,2012E,Canola,Acres harvested,9896.914665796427
Timiskaming,2012E,Canola,Yield (bushels/acre),38.00376186230627
Timiskaming,2012E,Canola,Production ('000 bushels),376.1199881304938
Timiskaming,2012E,Canola,Production ('000 tonnes),8.530345371733961
Northern Ontario,2012E,Canola,Acres seeded,11834.84243237277
Northern Ontario,2012E,Canola,Acres harvested,11608.915819086778
Northern Ontario,2012E,Canola,Yield (bushels/acre),37.62369984976131
Northern Ontario,2012E,Canola,Production ('000 bushels),436.7703643584669
Northern Ontario,2012E,Canola,Production ('000 tonnes),9.90588688103209
Ontario,2012E,Canola,Acres seeded,64989
Ontario,2012E,Canola,Acres harvested,64000
Ontario,2012E,Canola,Yield (bushels/acre),34.37500000000001
Ontario,2012E,Canola,Production ('000 bushels),2200.0000000000005
Ontario,2012E,Canola,Production ('000 tonnes),49.8956726843872
Brant,2011E,Canola,Acres seeded,NA
Brant,2011E,Canola,Acres harvested,0
Brant,2011E,Canola,Yield (bushels/acre),0
Brant,2011E,Canola,Production ('000 bushels),0
Brant,2011E,Canola,Production ('000 tonnes),0
Chatham-Kent,2011E,Canola,Acres seeded,287
Chatham-Kent,2011E,Canola,Acres harvested,0
Chatham-Kent,2011E,Canola,Yield (bushels/acre),0
Chatham-Kent,2011E,Canola,Production ('000 bushels),0
Chatham-Kent,2011E,Canola,Production ('000 tonnes),0
Elgin,2011E,Canola,Acres seeded,NA
Elgin,2011E,Canola,Acres harvested,0
Elgin,2011E,Canola,Yield (bushels/acre),0
Elgin,2011E,Canola,Production ('000 bushels),0
Elgin,2011E,Canola,Production ('000 tonnes),0
Essex,2011E,Canola,Acres seeded,NA
Essex,2011E,Canola,Acres harvested,0
Essex,2011E,Canola,Yield (bushels/acre),0
Essex,2011E,Canola,Production ('000 bushels),0
Essex,2011E,Canola,Production ('000 tonnes),0
Haldimand-Norfolk,2011E,Canola,Acres seeded,357
Haldimand-Norfolk,2011E,Canola,Acres harvested,0
Haldimand-Norfolk,2011E,Canola,Yield (bushels/acre),0
Haldimand-Norfolk,2011E,Canola,Production ('000 bushels),0
Haldimand-Norfolk,2011E,Canola,Production ('000 tonnes),0
Hamilton,2011E,Canola,Acres seeded,0
Hamilton,2011E,Canola,Acres harvested,0
Hamilton,2011E,Canola,Yield (bushels/acre),0
Hamilton,2011E,Canola,Production ('000 bushels),0
Hamilton,2011E,Canola,Production ('000 tonnes),0
Lambton,2011E,Canola,Acres seeded,1259
Lambton,2011E,Canola,Acres harvested,0
Lambton,2011E,Canola,Yield (bushels/acre),0
Lambton,2011E,Canola,Production ('000 bushels),0
Lambton,2011E,Canola,Production ('000 tonnes),0
Middlesex,2011E,Canola,Acres seeded,NA
Middlesex,2011E,Canola,Acres harvested,0
Middlesex,2011E,Canola,Yield (bushels/acre),0
Middlesex,2011E,Canola,Production ('000 bushels),0
Middlesex,2011E,Canola,Production ('000 tonnes),0
Niagara,2011E,Canola,Acres seeded,0
Niagara,2011E,Canola,Acres harvested,0
Niagara,2011E,Canola,Yield (bushels/acre),0
Niagara,2011E,Canola,Production ('000 bushels),0
Niagara,2011E,Canola,Production ('000 tonnes),0
Oxford,2011E,Canola,Acres seeded,NA
Oxford,2011E,Canola,Acres harvested,0
Oxford,2011E,Canola,Yield (bushels/acre),0
Oxford,2011E,Canola,Production ('000 bushels),0
Oxford,2011E,Canola,Production ('000 tonnes),0
Southern Ontario,2011E,Canola,Acres seeded,2333
Southern Ontario,2011E,Canola,Acres harvested,2114.2060965801606
Southern Ontario,2011E,Canola,Yield (bushels/acre),41.272534262120246
Southern Ontario,2011E,Canola,Production ('000 bushels),87.25864355828818
Southern Ontario,2011E,Canola,Production ('000 tonnes),0.9514244960611965
Bruce,2011E,Canola,Acres seeded,6380
Bruce,2011E,Canola,Acres harvested,1260.3124237801856
Bruce,2011E,Canola,Yield (bushels/acre),34.81173110866879
Bruce,2011E,Canola,Production ('000 bushels),43.873657209550444
Bruce,2011E,Canola,Production ('000 tonnes),1.1503434682886786
Dufferin,2011E,Canola,Acres seeded,8413
Dufferin,2011E,Canola,Acres harvested,8413
Dufferin,2011E,Canola,Yield (bushels/acre),36.856151548374754
Dufferin,2011E,Canola,Production ('000 bushels),310.0708029764768
Dufferin,2011E,Canola,Production ('000 tonnes),10.092824142544583
Grey,2011E,Canola,Acres seeded,11057
Grey,2011E,Canola,Acres harvested,11057
Grey,2011E,Canola,Yield (bushels/acre),37.92156011897765
Grey,2011E,Canola,Production ('000 bushels),419.2986902355359
Grey,2011E,Canola,Production ('000 tonnes),12.196050263599295
Halton,2011E,Canola,Acres seeded,0
Halton,2011E,Canola,Acres harvested,0
Halton,2011E,Canola,Yield (bushels/acre),0
Halton,2011E,Canola,Production ('000 bushels),0
Halton,2011E,Canola,Production ('000 tonnes),0
Huron,2011E,Canola,Acres seeded,1995
Huron,2011E,Canola,Acres harvested,0
Huron,2011E,Canola,Yield (bushels/acre),0
Huron,2011E,Canola,Production ('000 bushels),0
Huron,2011E,Canola,Production ('000 tonnes),0
Peel,2011E,Canola,Acres seeded,290
Peel,2011E,Canola,Acres harvested,290
Peel,2011E,Canola,Yield (bushels/acre),29.580178109000787
Peel,2011E,Canola,Production ('000 bushels),8.578251651610227
Peel,2011E,Canola,Production ('000 tonnes),0.7269342550377678
Perth,2011E,Canola,Acres seeded,781
Perth,2011E,Canola,Acres harvested,781
Perth,2011E,Canola,Yield (bushels/acre),32.171125558231594
Perth,2011E,Canola,Production ('000 bushels),25.125649060978873
Perth,2011E,Canola,Production ('000 tonnes),1.712003508798972
Simcoe,2011E,Canola,Acres seeded,7415
Simcoe,2011E,Canola,Acres harvested,6314.483303056403
Simcoe,2011E,Canola,Yield (bushels/acre),33.358075923985204
Simcoe,2011E,Canola,Production ('000 bushels),210.6390134440924
Simcoe,2011E,Canola,Production ('000 tonnes),5.522840553840067
Waterloo,2011E,Canola,Acres seeded,363
Waterloo,2011E,Canola,Acres harvested,0
Waterloo,2011E,Canola,Yield (bushels/acre),0
Waterloo,2011E,Canola,Production ('000 bushels),0
Waterloo,2011E,Canola,Production ('000 tonnes),0
Wellington,2011E,Canola,Acres seeded,9196
Wellington,2011E,Canola,Acres harvested,8334.163780281433
Wellington,2011E,Canola,Yield (bushels/acre),42.81325649672167
Wellington,2011E,Canola,Production ('000 bushels),356.8126916108765
Wellington,2011E,Canola,Production ('000 tonnes),9.355435021900243
Western Ontario,2011E,Canola,Acres seeded,45890
Western Ontario,2011E,Canola,Acres harvested,41586.33423577521
Western Ontario,2011E,Canola,Yield (bushels/acre),37.378495395822256
Western Ontario,2011E,Canola,Production ('000 bushels),1554.434602761049
Western Ontario,2011E,Canola,Production ('000 tonnes),40.7564312140096
Durham,2011E,Canola,Acres seeded,3585
Durham,2011E,Canola,Acres harvested,3585
Durham,2011E,Canola,Yield (bushels/acre),41.6572736100731
Durham,2011E,Canola,Production ('000 bushels),149.34132589211205
Durham,2011E,Canola,Production ('000 tonnes),7.372519030461028
Haliburton,2011E,Canola,Acres seeded,0
Haliburton,2011E,Canola,Acres harvested,0
Haliburton,2011E,Canola,Yield (bushels/acre),0
Haliburton,2011E,Canola,Production ('000 bushels),0
Haliburton,2011E,Canola,Production ('000 tonnes),0
Hastings,2011E,Canola,Acres seeded,NA
Hastings,2011E,Canola,Acres harvested,0
Hastings,2011E,Canola,Yield (bushels/acre),0
Hastings,2011E,Canola,Production ('000 bushels),0
Hastings,2011E,Canola,Production ('000 tonnes),0
Kawartha Lakes,2011E,Canola,Acres seeded,1270
Kawartha Lakes,2011E,Canola,Acres harvested,0
Kawartha Lakes,2011E,Canola,Yield (bushels/acre),0
Kawartha Lakes,2011E,Canola,Production ('000 bushels),0
Kawartha Lakes,2011E,Canola,Production ('000 tonnes),0
Muskoka,2011E,Canola,Acres seeded,0
Muskoka,2011E,Canola,Acres harvested,0
Muskoka,2011E,Canola,Yield (bushels/acre),0
Muskoka,2011E,Canola,Production ('000 bushels),0
Muskoka,2011E,Canola,Production ('000 tonnes),0
Northumberland,2011E,Canola,Acres seeded,0
Northumberland,2011E,Canola,Acres harvested,0
Northumberland,2011E,Canola,Yield (bushels/acre),0
Northumberland,2011E,Canola,Production ('000 bushels),0
Northumberland,2011E,Canola,Production ('000 tonnes),0
Parry Sound,2011E,Canola,Acres seeded,0
Parry Sound,2011E,Canola,Acres harvested,0
Parry Sound,2011E,Canola,Yield (bushels/acre),0
Parry Sound,2011E,Canola,Production ('000 bushels),0
Parry Sound,2011E,Canola,Production ('000 tonnes),0
Peterborough,2011E,Canola,Acres seeded,NA
Peterborough,2011E,Canola,Acres harvested,0
Peterborough,2011E,Canola,Yield (bushels/acre),0
Peterborough,2011E,Canola,Production ('000 bushels),0
Peterborough,2011E,Canola,Production ('000 tonnes),0
Prince Edward,2011E,Canola,Acres seeded,NA
Prince Edward,2011E,Canola,Acres harvested,829
Prince Edward,2011E,Canola,Yield (bushels/acre),33
Prince Edward,2011E,Canola,Production ('000 bushels),27.35984494320463
Prince Edward,2011E,Canola,Production ('000 tonnes),1.3506708629328776
York,2011E,Canola,Acres seeded,NA
York,2011E,Canola,Acres harvested,900
York,2011E,Canola,Yield (bushels/acre),37.2
York,2011E,Canola,Production ('000 bushels),33.50707763540284
York,2011E,Canola,Production ('000 tonnes),1.6541407145441065
Central Ontario,2011E,Canola,Acres seeded,7317
Central Ontario,2011E,Canola,Acres harvested,6630.795545939578
Central Ontario,2011E,Canola,Yield (bushels/acre),31.701814211334302
Central Ontario,2011E,Canola,Production ('000 bushels),210.2082484707195
Central Ontario,2011E,Canola,Production ('000 tonnes),10.377330607938012
Frontenac,2011E,Canola,Acres seeded,0
Frontenac,2011E,Canola,Acres harvested,0
Frontenac,2011E,Canola,Yield (bushels/acre),0
Frontenac,2011E,Canola,Production ('000 bushels),0
Frontenac,2011E,Canola,Production ('000 tonnes),NA
Lanark,2011E,Canola,Acres seeded,NA
Lanark,2011E,Canola,Acres harvested,0
Lanark,2011E,Canola,Yield (bushels/acre),0
Lanark,2011E,Canola,Production ('000 bushels),0
Lanark,2011E,Canola,Production ('000 tonnes),NA
Leeds and Grenville,2011E,Canola,Acres seeded,NA
Leeds and Grenville,2011E,Canola,Acres harvested,0
Leeds and Grenville,2011E,Canola,Yield (bushels/acre),0
Leeds and Grenville,2011E,Canola,Production ('000 bushels),0
Leeds and Grenville,2011E,Canola,Production ('000 tonnes),NA
Lennox and Addington,2011E,Canola,Acres seeded,0
Lennox and Addington,2011E,Canola,Acres harvested,0
Lennox and Addington,2011E,Canola,Yield (bushels/acre),0
Lennox and Addington,2011E,Canola,Production ('000 bushels),0
Lennox and Addington,2011E,Canola,Production ('000 tonnes),NA
Ottawa,2011E,Canola,Acres seeded,NA
Ottawa,2011E,Canola,Acres harvested,0
Ottawa,2011E,Canola,Yield (bushels/acre),0
Ottawa,2011E,Canola,Production ('000 bushels),0
Ottawa,2011E,Canola,Production ('000 tonnes),NA
Prescott and Russell,2011E,Canola,Acres seeded,NA
Prescott and Russell,2011E,Canola,Acres harvested,0
Prescott and Russell,2011E,Canola,Yield (bushels/acre),0
Prescott and Russell,2011E,Canola,Production ('000 bushels),0
Prescott and Russell,2011E,Canola,Production ('000 tonnes),NA
Renfrew,2011E,Canola,Acres seeded,2399
Renfrew,2011E,Canola,Acres harvested,0
Renfrew,2011E,Canola,Yield (bushels/acre),0
Renfrew,2011E,Canola,Production ('000 bushels),0
Renfrew,2011E,Canola,Production ('000 tonnes),NA
"Stormont, Dundas and Glengarry",2011E,Canola,Acres seeded,NA
"Stormont, Dundas and Glengarry",2011E,Canola,Acres harvested,0
"Stormont, Dundas and Glengarry",2011E,Canola,Yield (bushels/acre),0
"Stormont, Dundas and Glengarry",2011E,Canola,Production ('000 bushels),0
"Stormont, Dundas and Glengarry",2011E,Canola,Production ('000 tonnes),NA
Eastern Ontario,2011E,Canola,Acres seeded,2970
Eastern Ontario,2011E,Canola,Acres harvested,2691.4668267651427
Eastern Ontario,2011E,Canola,Yield (bushels/acre),38.30402747899926
Eastern Ontario,2011E,Canola,Production ('000 bushels),103.09401929122697
Eastern Ontario,2011E,Canola,Production ('000 tonnes),0.7063950046754206
Algoma,2011E,Canola,Acres seeded,NA
Algoma,2011E,Canola,Acres harvested,0
Algoma,2011E,Canola,Yield (bushels/acre),0
Algoma,2011E,Canola,Production ('000 bushels),0
Algoma,2011E,Canola,Production ('000 tonnes),0
Cochrane,2011E,Canola,Acres seeded,1012
Cochrane,2011E,Canola,Acres harvested,0
Cochrane,2011E,Canola,Yield (bushels/acre),0
Cochrane,2011E,Canola,Production ('000 bushels),0
Cochrane,2011E,Canola,Production ('000 tonnes),0
